lt_label,ref_period,sex,x,n,nMx,nqx,npx,lx,ndx,nLx,Tx,ex
Adjusted,2020.5,Both,80,Inf,0.136986301369863,1,0,41927.4890388077,41927.4890388077,306070.669983296,306070.669983296,7.3
Adjusted,2021.5,Females,0,1,0.0117902377612384,0.0116622010074993,0.988337798992501,1e+05,1166.22010074993,98914.0443447201,7534524.78948671,75.3452478948671
Adjusted,2021.5,Females,1,4,0.000462740652738194,0.00184883526485266,0.998151164735147,98833.7798992501,182.72737763642,394880.753517462,7435610.74514199,75.2334955995992
Adjusted,2021.5,Females,5,5,0.00021754106087524,0.00108711407450355,0.998912885925496,98651.0525216137,107.244947660835,492987.150238916,7040729.99162452,71.3700443295519
Adjusted,2021.5,Females,10,5,0.000370742256893489,0.00185199475268153,0.998148005247318,98543.8075739528,182.502614536219,492262.781333424,6547742.84138561,66.4449954044227
Adjusted,2021.5,Females,15,5,0.000301625004712891,0.00150698865991033,0.99849301134009,98361.3049594166,148.229371147823,491435.951369214,6055480.06005218,61.5636409312651
Adjusted,2021.5,Females,20,5,0.000283255256563896,0.00141527407326765,0.998584725926732,98213.0755882688,138.998419535953,490717.881892504,5564044.10868297,56.6527835052095
Adjusted,2021.5,Females,25,5,0.000509408131427298,0.00254380107475595,0.997456198925244,98074.0771687328,249.480942907521,489746.683486395,5073326.22679047,51.7295331574927
Adjusted,2021.5,Females,30,5,0.000637641237534114,0.00318313194718547,0.996816868052815,97824.5962258253,311.388597466944,488344.509635459,4583579.54330407,46.8550826698329
Adjusted,2021.5,Females,35,5,0.00108147708838459,0.0053928049544221,0.994607195045578,97513.2076283584,525.869709219802,486251.363868743,4095235.03366861,41.9967216059217
Adjusted,2021.5,Females,40,5,0.0012685716742996,0.00632280603988726,0.993677193960113,96987.3379191386,613.232125987716,483403.609280724,3608983.66979987,37.2108746072481
Adjusted,2021.5,Females,45,5,0.00268395737556802,0.0133303417054918,0.986669658294508,96374.1057931509,1284.69976178392,478658.779561295,3125580.06051915,32.4317412316917
