DataLabel;TimeRef;TimeRef1;TimeRef2;AgeStart;Sex;expos
prewar;2023-04-01;2022-10-01;2023-10-01;0;Both;69413.25
prewar;2023-04-01;2022-10-01;2023-10-01;1;Both;266411.375
prewar;2023-04-01;2022-10-01;2023-10-01;5;Both;282982
prewar;2023-04-01;2022-10-01;2023-10-01;10;Both;275623.75
prewar;2023-04-01;2022-10-01;2023-10-01;15;Both;233578
prewar;2023-04-01;2022-10-01;2023-10-01;20;Both;191311.5
prewar;2023-04-01;2022-10-01;2023-10-01;25;Both;191739.375
prewar;2023-04-01;2022-10-01;2023-10-01;30;Both;171601
prewar;2023-04-01;2022-10-01;2023-10-01;35;Both;126667.625
prewar;2023-04-01;2022-10-01;2023-10-01;40;Both;98254.625
prewar;2023-04-01;2022-10-01;2023-10-01;45;Both;81702.875
prewar;2023-04-01;2022-10-01;2023-10-01;50;Both;61645.375
prewar;2023-04-01;2022-10-01;2023-10-01;55;Both;55542.625
prewar;2023-04-01;2022-10-01;2023-10-01;60;Both;39813.25
prewar;2023-04-01;2022-10-01;2023-10-01;65;Both;27119.875
prewar;2023-04-01;2022-10-01;2023-10-01;70;Both;19258.25
prewar;2023-04-01;2022-10-01;2023-10-01;75;Both;10447.375
prewar;2023-04-01;2022-10-01;2023-10-01;80;Both;8455.5
prewar;2023-04-01;2022-10-01;2023-10-01;0;Females;34056.25
prewar;2023-04-01;2022-10-01;2023-10-01;1;Females;130801.75
prewar;2023-04-01;2022-10-01;2023-10-01;5;Females;138411.125
prewar;2023-04-01;2022-10-01;2023-10-01;10;Females;134753.75
prewar;2023-04-01;2022-10-01;2023-10-01;15;Females;114219.25
prewar;2023-04-01;2022-10-01;2023-10-01;20;Females;93570
prewar;2023-04-01;2022-10-01;2023-10-01;25;Females;94626.625
prewar;2023-04-01;2022-10-01;2023-10-01;30;Females;85043.125
prewar;2023-04-01;2022-10-01;2023-10-01;35;Females;63462.875
prewar;2023-04-01;2022-10-01;2023-10-01;40;Females;49542.5
prewar;2023-04-01;2022-10-01;2023-10-01;45;Females;40777.125
prewar;2023-04-01;2022-10-01;2023-10-01;50;Females;30601.125
prewar;2023-04-01;2022-10-01;2023-10-01;55;Females;26945.5
prewar;2023-04-01;2022-10-01;2023-10-01;60;Females;19582.125
prewar;2023-04-01;2022-10-01;2023-10-01;65;Females;13935.25
prewar;2023-04-01;2022-10-01;2023-10-01;70;Females;10067.125
prewar;2023-04-01;2022-10-01;2023-10-01;75;Females;5612.25
prewar;2023-04-01;2022-10-01;2023-10-01;80;Females;5182.125
prewar;2023-04-01;2022-10-01;2023-10-01;0;Males;35357
prewar;2023-04-01;2022-10-01;2023-10-01;1;Males;135609.625
prewar;2023-04-01;2022-10-01;2023-10-01;5;Males;144570.875
prewar;2023-04-01;2022-10-01;2023-10-01;10;Males;140870
prewar;2023-04-01;2022-10-01;2023-10-01;15;Males;119358.75
prewar;2023-04-01;2022-10-01;2023-10-01;20;Males;97741.5
prewar;2023-04-01;2022-10-01;2023-10-01;25;Males;97112.75
prewar;2023-04-01;2022-10-01;2023-10-01;30;Males;86557.875
prewar;2023-04-01;2022-10-01;2023-10-01;35;Males;63204.75
prewar;2023-04-01;2022-10-01;2023-10-01;40;Males;48712.125
prewar;2023-04-01;2022-10-01;2023-10-01;45;Males;40925.75
prewar;2023-04-01;2022-10-01;2023-10-01;50;Males;31044.25
prewar;2023-04-01;2022-10-01;2023-10-01;55;Males;28597.125
prewar;2023-04-01;2022-10-01;2023-10-01;60;Males;20231.125
prewar;2023-04-01;2022-10-01;2023-10-01;65;Males;13184.625
prewar;2023-04-01;2022-10-01;2023-10-01;70;Males;9191.125
prewar;2023-04-01;2022-10-01;2023-10-01;75;Males;4835.125
prewar;2023-04-01;2022-10-01;2023-10-01;80;Males;3273.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;0;Both;69992.75
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;1;Both;269056.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;5;Both;289139.75
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;10;Both;277764.625
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;15;Both;241316.625
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;20;Both;195005.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;25;Both;188351.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;30;Both;176384.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;35;Both;134019.25
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;40;Both;101038.5
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;45;Both;83910.625
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;50;Both;64212.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;55;Both;55411.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;60;Both;42410.625
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;65;Both;27974
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;70;Both;19663.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;75;Both;11173.625
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;80;Both;8399.625
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;0;Females;34338.5
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;1;Females;132123.75
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;5;Females;141636.25
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;10;Females;135954.25
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;15;Females;118293.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;20;Females;95637.25
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;25;Females;93157.75
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;30;Females;87752.5
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;35;Females;67261.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;40;Females;51157.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;45;Females;42107.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;50;Females;32029.75
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;55;Females;27091.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;60;Females;20836.75
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;65;Females;14358.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;70;Females;10363.75
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;75;Females;6003
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;80;Females;5088.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;0;Males;35654.25
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;1;Males;136932.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;5;Males;147503.5
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;10;Males;141810.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;15;Males;123023.5
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;20;Males;99368.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;25;Males;95193.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;30;Males;88631.875
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;35;Males;66757.875
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;40;Males;49881.125
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;45;Males;41803.25
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;50;Males;32182.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;55;Males;28320.25
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;60;Males;21573.875
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;65;Males;13615.875
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;70;Males;9299.375
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;75;Males;5170.625
Scenario 1: 34,344 casualties;2024-04-01;2023-10-01;2024-10-01;80;Males;3311.25
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;0;Both;69917.5926217098
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;1;Both;268803.236300373
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;5;Both;288827.899807827
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;10;Both;277427.157785931
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;15;Both;240954.599318658
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;20;Both;194644.407873282
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;25;Both;187978.302061495
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;30;Both;175994.297621127
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;35;Both;133740.00329024
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;40;Both;100843.090816445
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;45;Both;83760.9453761938
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;50;Both;64086.0511443047
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;55;Both;55302.343873748
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;60;Both;42309.4271779641
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;65;Both;27893.9732704403
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;70;Both;19605.7513393897
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;75;Both;11137.5282873282
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;80;Both;8361.51703354298
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;0;Females;34301.3447327044
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;1;Females;132005.191882134
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;5;Females;141489.216762753
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;10;Females;135811.662692173
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;15;Females;118169.697530864
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;20;Females;95516.3630619613
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;25;Females;93047.5544636618
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;30;Females;87640.1873544142
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;35;Females;67182.4068250641
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;40;Females;51099.6837730026
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;45;Females;42053.8121360354
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;50;Females;31984.4438621011
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;55;Females;27049.7355142092
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;60;Females;20800.1240100163
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;65;Females;14328.9088923829
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;70;Females;10344.0608839972
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;75;Females;5989.3446453529
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;80;Females;5067.20390752388
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;0;Males;35616.2478890054
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;1;Males;136798.044418239
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;5;Males;147338.683045073
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;10;Males;141615.495093757
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;15;Males;122784.901787794
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;20;Males;99128.0448113208
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;25;Males;94930.7475978337
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;30;Males;88354.1102667133
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;35;Males;66557.5964651759
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;40;Males;49743.4070434428
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;45;Males;41707.1332401584
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;50;Males;32101.6072822036
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;55;Males;28252.6083595388
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;60;Males;21509.3031679478
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;65;Males;13565.0643780573
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;70;Males;9261.6904553925
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;75;Males;5148.18364197531
Scenario 2: 41,615 casualties;2024-04-01;2023-10-01;2024-10-01;80;Males;3294.3131260191
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;0;Both;69814.2266771489
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;1;Both;268455.431734801
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;5;Both;288399.003930818
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;10;Both;276963.030136268
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;15;Both;240456.695754717
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;20;Both;194147.960167715
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;25;Both;187465.548742138
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;30;Both;175457.813810273
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;35;Both;133355.947851153
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;40;Both;100574.339360587
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;45;Both;83555.0870020964
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;50;Both;63912.6584119497
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;55;Both;55152.3904612159
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;60;Both;42170.2471174004
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;65;Both;27783.9103773585
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;70;Both;19526.8438155136
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;75;Both;11087.8835167715
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;80;Both;8309.10613207547
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;0;Females;34250.2441037736
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;1;Females;131842.135744235
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;5;Females;141286.998034591
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;10;Females;135615.558569182
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;15;Females;117999.944444444
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;20;Females;95350.1040356394
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;25;Females;92895.9996069182
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;30;Females;87485.7207809224
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;35;Females;67073.7997903564
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;40;Females;51020.3394916143
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;45;Females;41980.1457023061
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;50;Females;31922.1331236897
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;55;Females;26992.811451782
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;60;Females;20749.7513102725
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;65;Females;14288.7272012579
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;70;Females;10316.981918239
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;75;Females;5970.56407232704
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;80;Females;5038.08674004193
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;0;Males;35563.9825733753
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;1;Males;136613.295990566
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;5;Males;147112.005896226
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;10;Males;141347.471567086
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;15;Males;122456.751310273
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;20;Males;98797.8561320755
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;25;Males;94569.5491352201
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;30;Males;87972.0930293501
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;35;Males;66282.1480607966
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;40;Males;49553.9998689728
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;45;Males;41574.9412997904
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;50;Males;31990.52528826
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;55;Males;28159.579009434
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;60;Males;21420.4958071279
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;65;Males;13495.1831761006
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;70;Males;9209.86189727463
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;75;Males;5117.31944444444
Scenario 3: 51,615 casualties;2024-04-01;2023-10-01;2024-10-01;80;Males;3271.01939203354
midyear estimates;2017-07-01;2017-01-01;2018-01-01;0;Both;53584
midyear estimates;2017-07-01;2017-01-01;2018-01-01;1;Both;227226
midyear estimates;2017-07-01;2017-01-01;2018-01-01;5;Both;274232
midyear estimates;2017-07-01;2017-01-01;2018-01-01;10;Both;228585
midyear estimates;2017-07-01;2017-01-01;2018-01-01;15;Both;190417
midyear estimates;2017-07-01;2017-01-01;2018-01-01;20;Both;194454
midyear estimates;2017-07-01;2017-01-01;2018-01-01;25;Both;168056
midyear estimates;2017-07-01;2017-01-01;2018-01-01;30;Both;122102
midyear estimates;2017-07-01;2017-01-01;2018-01-01;35;Both;97077
midyear estimates;2017-07-01;2017-01-01;2018-01-01;40;Both;80982
midyear estimates;2017-07-01;2017-01-01;2018-01-01;45;Both;61454
midyear estimates;2017-07-01;2017-01-01;2018-01-01;50;Both;57348
midyear estimates;2017-07-01;2017-01-01;2018-01-01;55;Both;40238
midyear estimates;2017-07-01;2017-01-01;2018-01-01;60;Both;29190
midyear estimates;2017-07-01;2017-01-01;2018-01-01;65;Both;22244
midyear estimates;2017-07-01;2017-01-01;2018-01-01;70;Both;13060
midyear estimates;2017-07-01;2017-01-01;2018-01-01;75;Both;7347
midyear estimates;2017-07-01;2017-01-01;2018-01-01;80;Both;9070
midyear estimates;2017-07-01;2017-01-01;2018-01-01;0;Males;27480
midyear estimates;2017-07-01;2017-01-01;2018-01-01;1;Males;116350
midyear estimates;2017-07-01;2017-01-01;2018-01-01;5;Males;140403
midyear estimates;2017-07-01;2017-01-01;2018-01-01;10;Males;117044
midyear estimates;2017-07-01;2017-01-01;2018-01-01;15;Males;97473
midyear estimates;2017-07-01;2017-01-01;2018-01-01;20;Males;98581
midyear estimates;2017-07-01;2017-01-01;2018-01-01;25;Males;84849
midyear estimates;2017-07-01;2017-01-01;2018-01-01;30;Males;60900
midyear estimates;2017-07-01;2017-01-01;2018-01-01;35;Males;48235
midyear estimates;2017-07-01;2017-01-01;2018-01-01;40;Males;40738
midyear estimates;2017-07-01;2017-01-01;2018-01-01;45;Males;31138
midyear estimates;2017-07-01;2017-01-01;2018-01-01;50;Males;29817
midyear estimates;2017-07-01;2017-01-01;2018-01-01;55;Males;20608
midyear estimates;2017-07-01;2017-01-01;2018-01-01;60;Males;14387
midyear estimates;2017-07-01;2017-01-01;2018-01-01;65;Males;10891
midyear estimates;2017-07-01;2017-01-01;2018-01-01;70;Males;6183
midyear estimates;2017-07-01;2017-01-01;2018-01-01;75;Males;2910
midyear estimates;2017-07-01;2017-01-01;2018-01-01;80;Males;3432
midyear estimates;2017-07-01;2017-01-01;2018-01-01;0;Females;26104
midyear estimates;2017-07-01;2017-01-01;2018-01-01;1;Females;110876
midyear estimates;2017-07-01;2017-01-01;2018-01-01;5;Females;133829
midyear estimates;2017-07-01;2017-01-01;2018-01-01;10;Females;111541
midyear estimates;2017-07-01;2017-01-01;2018-01-01;15;Females;92944
midyear estimates;2017-07-01;2017-01-01;2018-01-01;20;Females;95873
midyear estimates;2017-07-01;2017-01-01;2018-01-01;25;Females;83207
midyear estimates;2017-07-01;2017-01-01;2018-01-01;30;Females;61202
midyear estimates;2017-07-01;2017-01-01;2018-01-01;35;Females;48842
midyear estimates;2017-07-01;2017-01-01;2018-01-01;40;Females;40244
midyear estimates;2017-07-01;2017-01-01;2018-01-01;45;Females;30316
midyear estimates;2017-07-01;2017-01-01;2018-01-01;50;Females;27531
midyear estimates;2017-07-01;2017-01-01;2018-01-01;55;Females;19630
midyear estimates;2017-07-01;2017-01-01;2018-01-01;60;Females;14803
midyear estimates;2017-07-01;2017-01-01;2018-01-01;65;Females;11353
midyear estimates;2017-07-01;2017-01-01;2018-01-01;70;Females;6877
midyear estimates;2017-07-01;2017-01-01;2018-01-01;75;Females;4437
midyear estimates;2017-07-01;2017-01-01;2018-01-01;80;Females;5638
midyear estimates;2018-07-01;2018-01-01;2019-01-01;0;Both;64792
